id,weak_label,model_label,model_confidence,model_source,rule_label,rule_confidence,suggested_gold_label,needs_review,entity,answer_span,start,end,cue,text,source,notes
silver-00035,affirmed,affirmed,0.8442,tinybert,affirmed,0.7,affirmed,false,泌尿系统的感染或是前列腺疾病,泌尿系统的感染或是前列腺疾病,127,141,,早泄发生的主要因素，常与这些方面相关，首先可能是患者自身的心理因素，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，此外，调查发现很多早泄的男性对性知识的了解少之又少，长期观看不良视频就会引发早泄，或者说，患有一些器质性的疾病，如泌尿系统的感染或是前列腺疾病，或是像高血糖以及心脑血管等疾病，所以男性要正确了解性知识，保持健康，预防早泄发生,dialogue_weak:早泄:answer:男科5-13000.csv:21,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00036,affirmed,affirmed,0.8458,tinybert,affirmed,0.7,affirmed,false,常见的疾病,常见的疾病,115,120,,发生早射的原因，与多个方面都有一定的影响，首先可能是患者自身的一些心理问题导致的，比如，当代男性的压力是比较大的，所以长期处于高度紧张的状态，也可能是因为患者自身缺少性知识，经常自慰手淫就会成为早泄导火索，或者说像一些疾病的发生，常见的疾病主要是前列腺和泌尿系，或是发生股份骨折，会有心脑血管疾病，早泄一旦发生治疗起来难度就很大，建议男性们在生活中务必要积极预防,dialogue_weak:早泄:answer:男科5-13000.csv:23,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00037,affirmed,affirmed,0.8627,tinybert,affirmed,0.7,affirmed,false,会有心脑血管疾病,会有心脑血管疾病,140,148,,发生早射的原因，与多个方面都有一定的影响，首先可能是患者自身的一些心理问题导致的，比如，当代男性的压力是比较大的，所以长期处于高度紧张的状态，也可能是因为患者自身缺少性知识，经常自慰手淫就会成为早泄导火索，或者说像一些疾病的发生，常见的疾病主要是前列腺和泌尿系，或是发生股份骨折，会有心脑血管疾病，早泄一旦发生治疗起来难度就很大，建议男性们在生活中务必要积极预防,dialogue_weak:早泄:answer:男科5-13000.csv:23,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00038,affirmed,affirmed,0.8916,tinybert,affirmed,0.7,affirmed,false,是前列腺炎症,是前列腺炎症,110,116,,早泄发生的主要因素，和这些方面都是有关系的，首当其冲的就是患者自身的心理因素，包括像压力大，情绪焦虑，以及对性生活的过于担忧等，此外，和男性对性知识的漠视，总是手淫就会发生早泄，或是像一些疾病的发生也是早泄的诱因之一，像是前列腺炎症啦，尿路感染等，或是像高血糖以及心脑血管等疾病，早泄一旦发生治疗起来难度就很大，建议男性们在生活中务必要积极预防,dialogue_weak:早泄:answer:男科5-13000.csv:24,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00039,affirmed,affirmed,0.8908,tinybert,affirmed,0.7,affirmed,false,尿路感染,尿路感染,118,122,,早泄发生的主要因素，和这些方面都是有关系的，首当其冲的就是患者自身的心理因素，包括像压力大，情绪焦虑，以及对性生活的过于担忧等，此外，和男性对性知识的漠视，总是手淫就会发生早泄，或是像一些疾病的发生也是早泄的诱因之一，像是前列腺炎症啦，尿路感染等，或是像高血糖以及心脑血管等疾病，早泄一旦发生治疗起来难度就很大，建议男性们在生活中务必要积极预防,dialogue_weak:早泄:answer:男科5-13000.csv:24,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00040,affirmed,affirmed,0.8131,tinybert,affirmed,0.7,affirmed,false,泌尿系感染,泌尿系感染,126,131,,可能诱发早泄的因素，和很多方面都有关系，目前看来主要是患者心理上出现了一些问题，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，其次，像一些对性知识并不了解的男性，长期手淫都会导致早泄，或是像一些疾病的发生也是早泄的诱因之一，如泌尿系感染和前列腺问题，或有糖尿病或是骨折等，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:25,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00041,affirmed,affirmed,0.8164,tinybert,affirmed,0.7,affirmed,false,或有糖尿病,或有糖尿病,138,143,,可能诱发早泄的因素，和很多方面都有关系，目前看来主要是患者心理上出现了一些问题，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，其次，像一些对性知识并不了解的男性，长期手淫都会导致早泄，或是像一些疾病的发生也是早泄的诱因之一，如泌尿系感染和前列腺问题，或有糖尿病或是骨折等，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:25,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00042,affirmed,affirmed,0.8283,tinybert,affirmed,0.7,affirmed,false,所以疾病,所以疾病,149,153,,可能诱发早泄的因素，和很多方面都有关系，目前看来主要是患者心理上出现了一些问题，比如过去性生活的时候发生过一些不愉快，不管是突然中断或是受到一些惊吓等，其次，像一些对性知识并不了解的男性，长期手淫都会导致早泄，或是像一些疾病的发生也是早泄的诱因之一，如泌尿系感染和前列腺问题，或有糖尿病或是骨折等，所以疾病的发生和生活中很多方面都有关，要多方入手进行预防,dialogue_weak:早泄:answer:男科5-13000.csv:25,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00043,affirmed,affirmed,0.8899,tinybert,affirmed,0.7,affirmed,false,早泄的常见病,早泄的常见病,0,6,,早泄的常见病因，主要受到这些方面的影响，心理问题的发生是其中比较主要的一点，比如，当代男性的压力是比较大的，所以长期处于高度紧张的状态，男性如果没有及时的接受性教育，经常观摩一些刺激性的图文、视频均可导致早泄，还有比较严重的一点，那就是一些器质性疾病的发生，如前列腺炎、泌尿系统感染，还有就是有心脑血管疾病的情况下，这边建议你在了解了早泄病因之后是可以去正确进行预防的,dialogue_weak:早泄:answer:男科5-13000.csv:26,model_label 与 weak_label 一致，保留弱标注作为银标建议。
silver-00044,affirmed,affirmed,0.7818,tinybert,affirmed,0.7,affirmed,false,前列腺炎,前列腺炎,130,134,,早泄的常见病因，主要受到这些方面的影响，心理问题的发生是其中比较主要的一点，比如，当代男性的压力是比较大的，所以长期处于高度紧张的状态，男性如果没有及时的接受性教育，经常观摩一些刺激性的图文、视频均可导致早泄，还有比较严重的一点，那就是一些器质性疾病的发生，如前列腺炎、泌尿系统感染，还有就是有心脑血管疾病的情况下，这边建议你在了解了早泄病因之后是可以去正确进行预防的,dialogue_weak:早泄:answer:男科5-13000.csv:26,model_label 与 weak_label 一致，保留弱标注作为银标建议。
